0, 10, mu+, 0
0, 10, mu+, 1
0, 10, mu+, 2
0, 10, proton, 0
0, 10, proton, 1
0, 10, proton, 2
0, 20, mu+, 0
0, 20, mu+, 1
0, 20, mu+, 2
0, 20, proton, 0
0, 20, proton, 1
0, 20, proton, 2
0, 30, mu+, 0
0, 30, mu+, 1
0, 30, mu+, 2
0, 30, proton, 0
0, 30, proton, 1
0, 30, proton, 2
0, 40, mu+, 0
0, 40, mu+, 1
0, 40, mu+, 2
0, 40, proton, 0
0, 40, proton, 1
0, 40, proton, 2
0, 50, mu+, 0
0, 50, mu+, 1
0, 50, mu+, 2
0, 50, proton, 0
0, 50, proton, 1
0, 50, proton, 2
0, 60, mu+, 0
0, 60, mu+, 1
0, 60, mu+, 2
0, 60, proton, 0
0, 60, proton, 1
0, 60, proton, 2
0, 70, mu+, 0
0, 70, mu+, 1
0, 70, mu+, 2
0, 70, proton, 0
0, 70, proton, 1
0, 70, proton, 2
0, 80, mu+, 0
0, 80, mu+, 1
0, 80, mu+, 2
0, 80, proton, 0
0, 80, proton, 1
0, 80, proton, 2
0, 90, mu+, 0
0, 90, mu+, 1
0, 90, mu+, 2
0, 90, proton, 0
0, 90, proton, 1
0, 90, proton, 2
0, 100, mu+, 0
0, 100, mu+, 1
0, 100, mu+, 2
0, 100, proton, 0
0, 100, proton, 1
0, 100, proton, 2
0, 110, mu+, 0
0, 110, mu+, 1
0, 110, mu+, 2
0, 110, proton, 0
0, 110, proton, 1
0, 110, proton, 2
0, 120, mu+, 0
0, 120, mu+, 1
0, 120, mu+, 2
0, 120, proton, 0
0, 120, proton, 1
0, 120, proton, 2
0, 130, mu+, 0
0, 130, mu+, 1
0, 130, mu+, 2
0, 130, proton, 0
0, 130, proton, 1
0, 130, proton, 2
0, 140, mu+, 0
0, 140, mu+, 1
0, 140, mu+, 2
0, 140, proton, 0
0, 140, proton, 1
0, 140, proton, 2
0, 150, mu+, 0
0, 150, mu+, 1
0, 150, mu+, 2
0, 150, proton, 0
0, 150, proton, 1
0, 150, proton, 2
0, 160, mu+, 0
0, 160, mu+, 1
0, 160, mu+, 2
0, 160, proton, 0
0, 160, proton, 1
0, 160, proton, 2
0, 170, mu+, 0
0, 170, mu+, 1
0, 170, mu+, 2
0, 170, proton, 0
0, 170, proton, 1
0, 170, proton, 2
0, 180, mu+, 0
0, 180, mu+, 1
0, 180, mu+, 2
0, 180, proton, 0
0, 180, proton, 1
0, 180, proton, 2
0, 190, mu+, 0
0, 190, mu+, 1
0, 190, mu+, 2
0, 190, proton, 0
0, 190, proton, 1
0, 190, proton, 2
0, 200, mu+, 0
0, 200, mu+, 1
0, 200, mu+, 2
0, 200, proton, 0
0, 200, proton, 1
0, 200, proton, 2
0, 210, mu+, 0
0, 210, mu+, 1
0, 210, mu+, 2
0, 210, proton, 0
0, 210, proton, 1
0, 210, proton, 2
0, 220, mu+, 0
0, 220, mu+, 1
0, 220, mu+, 2
0, 220, proton, 0
0, 220, proton, 1
0, 220, proton, 2
0, 230, mu+, 0
0, 230, mu+, 1
0, 230, mu+, 2
0, 230, proton, 0
0, 230, proton, 1
0, 230, proton, 2
0, 240, mu+, 0
0, 240, mu+, 1
0, 240, mu+, 2
0, 240, proton, 0
0, 240, proton, 1
0, 240, proton, 2
0, 250, mu+, 0
0, 250, mu+, 1
0, 250, mu+, 2
0, 250, proton, 0
0, 250, proton, 1
0, 250, proton, 2
0, 260, mu+, 0
0, 260, mu+, 1
0, 260, mu+, 2
0, 260, proton, 0
0, 260, proton, 1
0, 260, proton, 2
0, 270, mu+, 0
0, 270, mu+, 1
0, 270, mu+, 2
0, 270, proton, 0
0, 270, proton, 1
0, 270, proton, 2
0, 280, mu+, 0
0, 280, mu+, 1
0, 280, mu+, 2
0, 280, proton, 0
0, 280, proton, 1
0, 280, proton, 2
0, 290, mu+, 0
0, 290, mu+, 1
0, 290, mu+, 2
0, 290, proton, 0
0, 290, proton, 1
0, 290, proton, 2
0, 300, mu+, 0
0, 300, mu+, 1
0, 300, mu+, 2
0, 300, proton, 0
0, 300, proton, 1
0, 300, proton, 2
0, 310, mu+, 0
0, 310, mu+, 1
0, 310, mu+, 2
0, 310, proton, 0
0, 310, proton, 1
0, 310, proton, 2
0, 320, mu+, 0
0, 320, mu+, 1
0, 320, mu+, 2
0, 320, proton, 0
0, 320, proton, 1
0, 320, proton, 2
0, 330, mu+, 0
0, 330, mu+, 1
0, 330, mu+, 2
0, 330, proton, 0
0, 330, proton, 1
0, 330, proton, 2
0, 340, mu+, 0
0, 340, mu+, 1
0, 340, mu+, 2
0, 340, proton, 0
0, 340, proton, 1
0, 340, proton, 2
0, 350, mu+, 0
0, 350, mu+, 1
0, 350, mu+, 2
0, 350, proton, 0
0, 350, proton, 1
0, 350, proton, 2
0, 360, mu+, 0
0, 360, mu+, 1
0, 360, mu+, 2
0, 360, proton, 0
0, 360, proton, 1
0, 360, proton, 2
0, 370, mu+, 0
0, 370, mu+, 1
0, 370, mu+, 2
0, 370, proton, 0
0, 370, proton, 1
0, 370, proton, 2
